NO,DISTRIK,RESORT,HURIA,Total Input Januari 2023,Total Terima Januari 2023,Target Januari 2023,% Januari 2023,Total Input Februari 2023,Total Terima Februari 2023,Target Februari 2023,% Februari 2023,Total Input Maret 2023,Total Terima Maret 2023,Target Maret 2023,% Maret 2023,Total Input April 2023,Total Terima April 2023,Target April 2023,% April 2023,Total Input Mei 2023,Total Terima Mei 2023,Target Mei 2023,% Mei 2023,Total Input Juni 2023,Total Terima Juni 2023,Target Juni 2023,% Juni 2023,Total Input Juli 2023,Total Terima Juli 2023,Target Juli 2023,% Juli 2023,Total Input Agustus 2023,Total Terima Agustus 2023,Target Agustus 2023,% Agustus 2023,Total Input September 2023,Total Terima September 2023,Target September 2023,% September 2023,Total Input Oktober 2023,Total Terima Oktober 2023,Target Oktober 2023,% Oktober 2023,Total Input November 2023,Total Terima November 2023,Target November 2023,% November 2023,Total Input Desember 2023,Total Terima Desember 2023,Target Desember 2023,% Desember 2023,Total Input Januari 2024,Total Terima Januari 2024,Target Januari 2024,% Januari 2024,Total Input Februari 2024,Total Terima Februari 2024,Target Februari 2024,% Februari 2024,Total Input Maret 2024,Total Terima Maret 2024,Target Maret 2024,% Maret 2024,Total Input April 2024,Total Terima April 2024,Target April 2024,% April 2024,Total Input Mei 2024,Total Terima Mei 2024,Target Mei 2024,% Mei 2024,Total Input Juni 2024,Total Terima Juni 2024,Target Juni 2024,% Juni 2024,Total Input Juli 2024,Total Terima Juli 2024,Target Juli 2024,% Juli 2024
1962,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,Huria HKBP Pondok Hombing,0,421080,1534500,27.44086022,0,371193,1534500,24.18983382,0,373993,1534500,24.37230368,0,475747,1534500,31.00338873,0,437250,1534500,28.49462366,0,280500,1534500,18.27956989,0,737000,1534500,48.02867384,0,360250,1534500,23.47670251,0,382250,1534500,24.91039427,0,365750,1534500,23.83512545,629200,629200,1534500,41.00358423,811250,811250,1534500,52.86738351,566500,566500,513651,110.2888927,401500,401500,513651,78.16591421,741950,741950,513651,144.4463264,693000,693000,513651,134.9165095,537350,537350,513651,104.6138331,771100,771100,513651,150.1213859,613250,613250,513651,119.3904032
1963,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,Huria HKBP Bandar Negeri,0,3814250,6138000,62.14157706,0,2506350,6138000,40.83333333,0,3810950,6138000,62.08781362,0,6494950,6138000,105.8154122,0,6254600,6138000,101.8996416,0,4604600,6138000,75.01792115,0,3759800,6138000,61.25448029,0,3828000,6138000,62.3655914,0,4604600,6138000,75.01792115,0,5927350,6138000,96.56810036,4217950,4217950,6138000,68.71863799,6579650,6579650,6138000,107.1953405,4894450,4894450,5182599,94.44006762,2878700,2878700,5182599,55.54548982,3577200,3577200,5182599,69.02328349,4195400,4195400,5182599,80.95166151,6383850,6383850,5182599,123.1785442,5594050,5594050,5182599,107.9390862,4261400,4261400,5182599,82.22515383
1964,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,HKBP Parsaoran Nauli,0,1398100,3069000,45.55555556,0,1050500,3069000,34.22939068,0,1096150,3069000,35.71684588,0,2024000,3069000,65.94982079,0,1235300,3069000,40.25089606,0,1133550,3069000,36.93548387,0,1224850,3069000,39.91039427,0,1692350,3069000,55.14336918,0,1147300,3069000,37.38351254,0,1696750,3069000,55.28673835,1022450,1022450,3069000,33.31541219,1883200,1883200,3069000,61.36200717,1250700,1250700,1519748,82.29653864,1028500,1028500,1519748,67.6756936,3091000,3091000,1519748,203.3889829,1431650,1431650,1519748,94.20311789,1911800,1911800,1519748,125.7971716,1217150,1217150,1519748,80.0889358,1141800,1141800,1519748,75.13087696
1965,Distrik XIV Tebing Tinggi Deli,Pers. Resort Bintang Bayu,Huria HKBP Cinta Dame Buho,0,2357850,1534500,153.655914,0,1416800,1534500,92.3297491,0,1485825,1534500,96.82795699,0,1766600,1534500,115.125448,0,2168650,1534500,141.3261649,0,1447050,1534500,94.30107527,0,1490500,1534500,97.13261649,0,1095050,1534500,71.36200717,0,1339250,1534500,87.27598566,0,1869450,1534500,121.827957,1192400,1192400,1534500,77.70609319,3308333,3308333,1534500,215.5968068,2288275,2288275,2012510,113.7025406,1636800,1636800,2012510,81.33127289,2882550,2882550,2012510,143.2315864,1288650,1288650,2012510,64.03197997,2015200,2015200,2012510,100.1336639,1964325,1964325,2012510,97.60572618,1359050,1359050,2012510,67.53009923
1966,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Palembang,144306911,144306911,188743500,76.45662553,114932511,114932511,188743500,60.89349355,128354023,128354023,188743500,68.00447327,207061846,207061846,188743500,109.7054182,158514455,158514455,188743500,83.98406038,138462828,138462828,188743500,73.36031598,179440743,179440743,188743500,95.07121729,130161627,130161627,188743500,68.96217724,129983579,129983579,188743500,68.86784393,143272766,143272766,188743500,75.90871527,132710850,132710850,188743500,70.31280547,226471662,226471662,188743500,119.9891186,107972072,107972072,172196516,62.70282031,108855626,108855626,172196516,63.21592825,187620029,187021629,172196516,108.6094152,139088171,136312046,172196516,79.16074562,175935079,157294204,172196516,91.3457529,195196650,174549650,172196516,101.3665398,144953082,144432782,172196516,83.8767156
1967,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Betfage-Betung,9508400,9508400,10741500,88.52022529,7177500,7177500,10741500,66.8202765,9450100,9450100,10741500,87.97747056,11897050,11897050,10741500,110.7578085,8187850,8187850,10741500,76.22631848,7079050,7079050,10741500,65.90373784,8851700,8851700,10741500,82.40655402,11865150,11865150,10741500,110.4608295,8149350,8149350,10741500,75.86789555,10403800,10403800,10741500,96.85611879,6912950,6912950,10741500,64.35739887,14218050,14218050,10741500,132.3655914,6626400,6626400,10201536,64.95492443,8914400,8914400,10201536,87.38291959,12571900,12571900,10201536,123.2353638,9251000,9251000,10201536,90.68242273,10772850,9645350,10201536,94.54801708,9931350,8638850,10201536,84.68185575,9628300,9628300,10201536,94.38088539
1968,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Efrata-Lorok,8564600,8564600,10741500,79.73374296,7171175,7171175,10741500,66.76139273,9764975,9764975,10741500,90.90885817,16057250,16057250,10741500,149.4879672,8512350,8512350,10741500,79.24731183,6521350,6521350,10741500,60.71172555,8173550,8173550,10741500,76.09318996,8985900,8985900,10741500,83.65591398,8840150,8840150,10741500,82.29902714,10049050,10049050,10741500,93.55350742,9203425,9203425,10741500,85.68100358,13620200,13620200,10741500,126.7997952,4139850,4139850,10740140,38.54558693,6305200,6305200,10740140,58.70686974,17321150,17321150,10740140,161.2748996,8878925,8878925,10740140,82.67047729,9618400,9618400,10740140,89.55562963,8806875,8806875,10740140,81.99962943,9086825,8972425,10740140,83.54104323
1969,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Sukajadi,18068050,18068050,15345000,117.7455197,13531650,13531650,15345000,88.1827957,12976700,12976700,15345000,84.56630824,24653750,24653750,15345000,160.6630824,17396500,17396500,15345000,113.3691756,15541900,15541900,15345000,101.2831541,18580100,18580100,15345000,121.0824373,13142800,13142800,15345000,85.64874552,15383225,15383225,15345000,100.2491039,14570050,14570050,15345000,94.94982079,17744650,17744650,15345000,115.6379928,25729000,25729000,15345000,167.6702509,17615400,17615400,20028221,87.95289407,11711700,11711700,20028221,58.47598746,24388100,24388100,20028221,121.7686783,16521340,16521340,20028221,82.49030206,19652256,19652256,20028221,98.12282379,17820550,17820550,20028221,88.97719872,12795750,12795750,20028221,63.88859999
1970,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Lembak,2852300,2852300,4603500,61.95937873,2105950,1709400,4603500,37.13261649,3824700,2880350,4603500,62.56869773,6722650,4799300,4603500,104.2532855,2173050,2173050,4603500,47.20430108,2148300,2148300,4603500,46.66666667,2557500,2337500,4603500,50.77658303,1564750,1564750,4603500,33.99044205,1713250,1680250,4603500,36.49940263,2014650,1708300,4603500,37.10872162,1278750,1278750,4603500,27.77777778,4656438,2818750,4603500,61.23058542,1705000,1705000,3134920,54.38735279,995500,995500,3134920,31.7551963,4489650,2332000,3134920,74.38786317,1610400,1240800,3134920,39.57995738,0,0,3134920,0,0,0,3134920,0,0,0,3134920,0
1971,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Tugu Mulyo,1462450,1462450,13810500,10.58940661,974600,974600,13810500,7.056949423,771100,771100,13810500,5.583432895,1215500,1215500,13810500,8.801274393,906400,906400,13810500,6.563122262,721050,721050,13810500,5.221027479,722425,722425,13810500,5.230983672,740850,740850,13810500,5.364396655,796950,796950,13810500,5.770609319,976800,976800,13810500,7.072879331,723250,723250,13810500,5.236957387,992750,992750,13810500,7.188371167,685850,685850,1123505,61.04556722,627000,627000,1123505,55.80749529,1423400,1423400,1123505,126.6928051,1804000,1482250,1123505,131.930877,1706650,1706650,1123505,151.9040859,1632950,1632950,1123505,145.3442575,1527350,1527350,1123505,135.9451004
1972,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Pangkalanbalai ,4357650,4357650,3069000,141.9892473,5879500,5879500,3069000,191.5770609,4998950,4998950,3069000,162.8853047,5612750,5612750,3069000,182.8853047,4792150,4792150,3069000,156.1469534,3115200,3115200,3069000,101.5053763,6232050,6232050,3069000,203.0645161,5305300,5305300,3069000,172.8673835,5011050,5011050,3069000,163.2795699,4763550,4502300,3069000,146.702509,4618900,3989700,3069000,130,8116350,6437200,3069000,209.7491039,4550150,4550150,5803397,78.40494111,4447850,4447850,5803397,76.64218043,6326650,6326650,5803397,109.0163227,5589650,5589650,5803397,96.31686407,6244150,6244150,5803397,107.5947415,5764000,5764000,5803397,99.32113898,3468300,3468300,5803397,59.76327313
1973,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Betania Babat Toman ,2389750,2389750,1534500,155.734767,2459050,2459050,1534500,160.2508961,3661900,3661900,1534500,238.6379928,3428150,3428150,1534500,223.4050179,3427600,3427600,1534500,223.3691756,2742300,2742300,1534500,178.7096774,2930400,2930400,1534500,190.9677419,2356750,2356750,1534500,153.5842294,4632650,4632650,1534500,301.8996416,5537400,5537400,1534500,360.8602151,4265800,4265800,1534500,277.9928315,7899650,7899650,1534500,514.8028674,1538350,1538350,3489702,44.08256063,2414500,2414500,3489702,69.18928894,5395500,5395500,3489702,154.6120557,4241600,4241600,3489702,121.5461951,5464800,5464800,3489702,156.5978986,3978150,3978150,3489702,113.9968398,3682800,3682800,3489702,105.5333665
1974,Distrik XV Sumatera Bagian Selatan,Resort HKBP Palembang,Huria HKBP Sungai Baung (Pospel),0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0,0,0,3000000,0
1975,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Pangkal Pinang,67270377,67270377,141174000,47.65068426,58503927,58503927,141174000,41.44100684,59542877,59542877,141174000,42.17694264,110869977,110869977,141174000,78.53427472,67649877,67649877,141174000,47.91950147,63056827,63056827,141174000,44.66603411,67992527,67992527,141174000,48.16221613,54985027,54985027,141174000,38.94840906,60012577,60012577,141174000,42.50965263,64468677,64468677,141174000,45.66611203,47808200,47808200,141174000,33.8647343,96438650,96438650,141174000,68.31190588,58898400,58898400,82085340,71.75264182,41687800,41687800,82085340,50.78592596,85551400,85551400,82085340,104.2225079,54313600,54313600,82085340,66.16723522,59142050,59142050,82085340,72.04946705,65264650,65264650,82085340,79.50828979,50036250,50036250,82085340,60.95637784
1976,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Koba,14149300,14149300,12276000,115.2598566,14805450,14805450,12276000,120.6048387,13054250,13054250,12276000,106.3396057,23592800,23592800,12276000,192.1863799,13630100,13630100,12276000,111.0304659,13812700,13812700,12276000,112.5179211,15470400,15470400,12276000,126.0215054,14187800,14187800,12276000,115.5734767,13396350,13396350,12276000,109.1263441,16348750,16348750,12276000,133.1765233,12513050,12513050,12276000,101.9310036,24522300,24154350,12276000,196.7607527,13993100,13993100,17950164,77.95527662,11605550,11605550,17950164,64.65428394,21148050,20859850,17950164,116.2098018,13428800,13428800,17950164,74.81157275,15858700,15858700,17950164,88.34849643,20125600,19891300,17950164,110.8140293,12527900,12527900,17950164,69.7926771
1977,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Lubuk Besar,1145650,1145650,3069000,37.3297491,773300,773300,3069000,25.19713262,841500,841500,3069000,27.41935484,1500950,1500950,3069000,48.90681004,1042800,1042800,3069000,33.97849462,954250,954250,3069000,31.09318996,897600,897600,3069000,29.24731183,1175900,1175900,3069000,38.31541219,859650,859650,3069000,28.01075269,1244650,1244650,3069000,40.55555556,1056000,1056000,3069000,34.40860215,1282050,1282050,3069000,41.77419355,672650,672650,1186953,56.67031466,603900,603900,1186953,50.87817294,1045000,1045000,1186953,88.04055426,706200,706200,1186953,59.49687983,653950,653950,1186953,55.09485211,924550,924550,1186953,77.89272195,401500,401500,1186953,33.82610769
1978,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Toboali,4994550,4994550,7672500,65.09677419,3605800,3605800,7672500,46.99641577,4399450,4399450,7672500,57.34050179,7324350,7324350,7672500,95.46236559,5823400,5823400,7672500,75.89964158,4741000,4741000,7672500,61.7921147,5451600,5451600,7672500,71.05376344,5394950,5394950,7672500,70.31541219,4873000,4873000,7672500,63.5125448,5800025,5800025,7672500,75.59498208,5045150,5045150,7672500,65.7562724,9354950,9354950,7672500,121.9283154,4434650,4434650,6027633,73.5719975,4196500,4196500,6027633,69.62102703,7886450,7886450,6027633,130.8382577,4109600,4109600,6027633,68.17933341,5891050,5891050,6027633,97.73405249,5732100,5732100,6027633,95.09703063,1222650,1222650,6027633,20.28408166
1979,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Lampur,0,0,1534500,0,516450,516450,1534500,33.65591398,1759450,1582900,1534500,103.1541219,1980550,1980550,1534500,129.0681004,1960200,1960200,1534500,127.7419355,1059850,1059850,1534500,69.06810036,1150600,1150600,1534500,74.98207885,1308450,1308450,1534500,85.2688172,1139050,1139050,1534500,74.22939068,1718200,1718200,1534500,111.9713262,2396350,2396350,1534500,156.1648746,3682800,3411650,1534500,222.3297491,1187450,1187450,1596577,74.37474046,894850,894850,1596577,56.04803276,1442100,1442100,1596577,90.32448795,1020250,1020250,1596577,63.90233606,1314500,1314500,1596577,82.33238986,1256750,1256750,1596577,78.71527649,1424500,1424500,1596577,89.22212959
1980,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Pulau Belitung,8878650,8878650,7672500,115.7204301,7975550,7975550,7672500,103.9498208,6977850,6977850,7672500,90.94623656,11638825,11638825,7672500,151.6953405,7782500,7782500,7672500,101.4336918,6021950,6021950,7672500,78.4874552,10969200,10969200,7672500,142.9677419,7833650,7833650,7672500,102.1003584,6429500,6429500,7672500,83.79928315,8016250,8016250,7672500,104.4802867,12359050,12359050,7672500,161.0824373,14784550,13661450,7672500,178.0573477,5225000,5225000,9992581,52.28879306,5845400,5845400,9992581,58.49739922,9180050,9180050,9992581,91.86865736,7843000,7843000,9992581,78.48823042,9059050,9059050,9992581,90.65775899,8476050,8476050,9992581,84.8234305,7245700,7245700,9992581,72.51079576
1981,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Kelapa (Pospel),4956050,4956050,4603500,107.6583035,2928750,2928750,4603500,63.62007168,4023250,4023250,4603500,87.39545998,6018650,6018650,4603500,130.7407407,4409350,4409350,4603500,95.78255675,3311000,3311000,4603500,71.92353644,4602950,4602950,4603500,99.98805257,5304750,5304750,4603500,115.2329749,3519450,3519450,4603500,76.4516129,4195950,4195950,4603500,91.14695341,2799120,2799120,4603500,60.80417074,5357550,5357550,4603500,116.3799283,3149300,3149300,5017478,62.7665931,2306150,2306150,5017478,45.96233407,3279100,3224100,5017478,64.2573819,2332000,2332000,5017478,46.47753314,5233800,5233800,5017478,104.3113692,5374050,5281100,5017478,105.2540739,3729000,3729000,5017478,74.32020629
1982,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bangka,Huria HKBP Belitung Timur (Pospel),905850,905850,1534500,59.03225806,0,0,1534500,0,953700,953700,1534500,62.15053763,1148070,1148070,1534500,74.8172043,1068100,1068100,1534500,69.60573477,843920,843920,1534500,54.99641577,787930,787930,1534500,51.34767025,838530,838530,1534500,54.64516129,586740,586740,1534500,38.23655914,1046430,1046430,1534500,68.19354839,1240360,1240360,1534500,80.83154122,1021900,1021900,1534500,66.59498208,1224740,1224740,1067123,114.7702748,2190650,2190650,1067123,205.2856137,3346750,3346750,1067123,313.6236404,1629650,1629650,1067123,152.7143544,1515085,1515085,1067123,141.9784786,1016456,1016456,1067123,95.252,674355,674355,1067123,63.19374618
1983,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bengkulu,Huria HKBP Bengkulu Lingkar Barat,58337950,58337950,55242000,105.6043409,48511650,48511650,55242000,87.81660693,62979950,62979950,55242000,114.0073676,76455500,76455500,55242000,138.4010354,65969200,65969200,55242000,119.4185583,67052425,67052425,55242000,121.3794305,72689650,72689650,55242000,131.5840303,55497750,55497750,55242000,100.462963,51844100,51844100,55242000,93.84906412,68191200,68191200,55242000,123.4408602,58441350,58441350,55242000,105.7915173,115753550,115753550,55242000,209.5390283,57257750,57257750,74971292,76.37290018,43357050,43357050,74971292,57.83153637,78480600,78480600,74971292,104.680869,61251850,61251850,74971292,81.70040607,68626250,68626250,74971292,91.53670448,77169950,77169950,74971292,102.9326665,64399500,64399500,74971292,85.8988798
1984,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bengkulu,Huria HKBP Manna,4099700,4099700,4603500,89.05615293,3755950,3755950,4603500,81.58900836,4365900,4365900,4603500,94.83870968,6631350,6631350,4603500,144.0501792,5358375,5358375,4603500,116.3978495,4868600,4868600,4603500,105.7586619,3864025,3864025,4603500,83.93667861,3641000,3641000,4603500,79.09199522,3330250,3330250,4603500,72.34169654,4879600,4879600,4603500,105.9976105,3852200,3852200,4603500,83.67980884,9161900,9161900,4603500,199.0203106,5467000,5467000,5464307,100.0492835,4004000,4004000,5464307,73.27553155,6847500,6847500,5464307,125.3132373,4561150,4561150,5464307,83.47170099,5444175,5444175,5464307,99.63157268,5078700,5078700,5464307,92.94316736,4326850,4326850,5464307,79.18387455
1985,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bengkulu,Huria HKBP Agricinal (Pospel),4963200,4963200,13810500,35.93787336,9167950,8221400,13810500,59.5300677,10135400,9834550,13810500,71.21067304,13864950,13864950,13810500,100.3942652,10824550,10824550,13810500,78.37913182,9577150,9577150,13810500,69.34687376,9446250,9446250,13810500,68.39904421,7214350,7214350,13810500,52.23815213,5701850,5701850,13810500,41.2863401,8342400,8109200,13810500,58.71764237,7242950,7242950,13810500,52.44524094,14700400,14700400,13810500,106.4436479,5320700,4634300,10136400,45.71938755,4600750,4152500,10136400,40.96622075,9611800,9611800,10136400,94.82459256,4846600,4846600,10136400,47.8138195,5910850,5910850,10136400,58.31310919,4984100,4984100,10136400,49.17031688,6802400,6802400,10136400,67.10863818
1986,Distrik XV Sumatera Bagian Selatan,Resort HKBP Bengkulu,Huria HKBP Kaur (Pospel),1103300,1103300,1534500,71.89964158,1503700,1503700,1534500,97.99283154,1569205,1569205,1534500,102.2616487,2005300,2005300,1534500,130.6810036,1710500,1710500,1534500,111.4695341,1169850,1169850,1534500,76.23655914,2121900,2121900,1534500,138.2795699,1030700,1030700,1534500,67.16845878,1541100,1541100,1534500,100.4301075,1477300,1477300,1534500,96.27240143,1161050,1161050,1534500,75.66308244,2262150,2262150,1534500,147.4193548,1230350,1230350,1855016,66.32557347,1510850,1510850,1855016,81.44673685,1796300,1796300,1855016,96.83474428,1656600,1656600,1855016,89.30381193,1493800,1493800,1855016,80.52760731,1433850,1433850,1855016,77.29582925,1169300,1169300,1855016,63.03449674
1987,Distrik XV Sumatera Bagian Selatan,Resort HKBP Plaju,Huria HKBP Plaju,12330450,12330450,13810500,89.28315412,11563200,11563200,13810500,83.72759857,12546600,12546600,13810500,90.84826762,22488950,22488950,13810500,162.8395062,16141950,16141950,13810500,116.8817204,10782750,10782750,13810500,78.07646356,19896250,19896250,13810500,144.0661091,12253450,12253450,13810500,88.72560733,13266000,13266000,13810500,96.05734767,12485550,12485550,13810500,90.40621266,13274800,13274800,13810500,96.1210673,24545400,24545400,13810500,177.7299881,16150200,16150200,17540464,92.0739611,10253650,10253650,17540464,58.45711949,18218750,18218750,17540464,103.8669787,12230900,12230900,17540464,69.72962631,11231550,11231550,17540464,64.03222857,15596350,15596350,17540464,88.91640495,13537700,13407350,17540464,76.43668947
